Unit,Lesson,Activity,Language,VisitedOn,OutTime,OutAction,TimeSpentInSeconds,Buddies
physics-motion,student-feedback-survey,5-please-enter-your-student-login-id,en,2018-05-30 18:24:29.097000,2018-05-30 18:24:59.890000,course_quiz_data,30.793,NA
post-clix-survey,student-survey,1-gender,en,2018-05-30 18:24:21.672000,2018-05-30 18:24:29.021000,course_quiz_data,7.349,NA
pre-clix-survey,student-survey,12-i-expect-to-do-well-in-my-studies,en,2018-05-30 18:24:15.119000,2018-05-30 18:24:21.672000,activity_player_detail,6.553,NA
pre-clix-survey,student-survey,1-gender,en,2018-05-30 18:21:38.952000,2018-05-30 18:21:43.943000,course_content,4.991,NA
pre-clix-survey,student-survey,instructions-to-the-students,en,2018-05-30 18:21:30.977000,2018-05-30 18:21:38.952000,activity_player_detail,7.975,NA
unit-3-classifying-and-defining-shapes,student-feedback-survey,1-gender,en,2018-05-30 18:11:38.902000,2018-05-30 18:11:41.513000,course_analytics_admin,2.611,NA
pre-clix-survey,student-survey,1-gender,en,2018-05-30 18:11:32.375000,2018-05-30 18:11:34.326000,course_content,1.951,NA
pre-clix-survey,student-survey,instructions-to-the-students,en,2018-05-30 18:11:30.290000,2018-05-30 18:11:32.375000,activity_player_detail,2.085,NA
unit-0-english-beginner,lesson-1-colours-around-us,11-warm-up,en,2018-05-30 16:01:36.487000,2018-05-30 16:01:50.760000,course_content,14.273,NA
unit-3-classifying-and-defining-shapes,student-feedback-survey,1-gender,en,2018-05-30 15:58:24.420000,2018-05-30 15:58:29.976000,course_content,5.556,NA
pre-clix-survey,student-survey,1-gender,en,2018-05-30 15:58:19.653000,2018-05-30 15:58:21.254000,course_analytics_admin,1.601,NA
pre-clix-survey,student-survey,instructions-to-the-students,en,2018-05-30 15:58:17.350000,2018-05-30 15:58:18.479000,course_content,1.129,NA
unit-1-the-earth,pre-assessment,pre-assessment,en,2018-05-30 14:43:42.843000,2018-05-30 15:47:55.566000,course_content,3852.723,NA
pre-clix-survey,student-survey,instructions-to-the-students,en,2018-05-30 14:35:56.584000,2018-05-30 15:55:33.227000,course_quiz_data,4776.643,NA
unit-1-the-earth,pre-assessment,pre-assessment,en,2018-05-30 14:24:28.030000,2018-05-30 14:43:42.843000,activity_player_detail,1154.813,NA
pre-clix-survey,student-survey,1-gender,en,2018-05-30 12:58:51.527000,2018-05-30 12:59:17.956000,course_content,26.429,NA
unit-3-the-solar-system-and-beyond,student-feedback-survey,1-gender,en,2018-05-30 01:21:31.694000,2018-05-30 01:21:36.081000,course_quiz_data,4.387,NA
unit-3-the-solar-system-and-beyond,student-feedback-survey,1-gender,en,2018-05-30 01:04:27.413000,2018-05-30 01:04:28.008000,course_notebook,0.595,NA
unit-3-classifying-and-defining-shapes,lesson-5-lets-solve,52,en,2018-05-30 01:00:00.480000,2018-05-30 01:00:07.438000,course_quiz_data,6.958,NA
unit-1-english-beginner,lesson-1-my-fish-no-my-fish,18-think-and-write,en,2018-05-30 00:53:04.244000,2018-05-30 00:53:39.711000,course_content,35.467,NA
unit-1-english-beginner,lesson-1-my-fish-no-my-fish,18-think-and-write,en,2018-05-30 00:52:41.873000,2018-05-30 00:53:04.244000,activity_player_detail,22.371,NA
unit-1-english-beginner,lesson-1-my-fish-no-my-fish,18-think-and-write,en,2018-05-30 00:52:33.700000,2018-05-30 00:52:41.873000,activity_player_detail,8.173,NA
post-clix-survey,student-survey,1-gender,en,2018-05-30 00:35:27.387000,2018-05-30 00:52:33.700000,activity_player_detail,1026.313,NA
pre-clix-survey,student-survey,1-gender,en,2018-05-30 00:34:08.587000,2018-05-30 00:34:13.237000,course_content,4.65,NA
pre-clix-survey,student-survey,12-i-expect-to-do-well-in-my-studies,en,2018-05-30 00:33:56.455000,2018-05-30 00:34:08.587000,activity_player_detail,12.132,NA
unit-3-classifying-and-defining-shapes,student-feedback-survey,1-gender,en,2018-05-30 00:31:53.028000,2018-05-30 00:31:56.191000,course_quiz_data,3.163,NA
unit-3-classifying-and-defining-shapes,student-feedback-survey,1-gender,en,2018-05-30 00:30:06.164000,2018-05-30 00:31:53.028000,activity_player_detail,106.864,NA
pre-clix-survey,student-survey,12-i-expect-to-do-well-in-my-studies,en,2018-05-30 00:24:56.959000,2018-05-30 00:29:47.562000,course_content,290.603,NA
pre-clix-survey,student-survey,12-i-expect-to-do-well-in-my-studies,en,2018-05-30 00:22:46.670000,2018-05-30 00:22:55.273000,course_content,8.603,NA
pre-clix-survey,student-survey,12-i-expect-to-do-well-in-my-studies,en,2018-05-30 00:21:35.273000,2018-05-30 00:21:44.948000,course_content,9.675,NA
unit-1-english-elementary,lesson-6-a-sunday-afternoon-in-chotapur,64-clix-time,en,2018-05-29 23:08:24.913000,NA,NA,NA,NA
unit-0-english-beginner,lesson-4-days-and-dates,42-picture-play,en,2018-05-29 23:08:18.883000,2018-05-29 23:08:24.913000,activity_player_detail,6.03,NA
unit-1-english-elementary,lesson-6-a-sunday-afternoon-in-chotapur,64-clix-time,en,2018-05-29 23:08:08.663000,2018-05-29 23:08:18.883000,activity_player_detail,10.22,NA
unit-0-english-beginner,lesson-4-days-and-dates,42-picture-play,en,2018-05-29 23:08:01.565000,2018-05-29 23:08:08.663000,activity_player_detail,7.098,NA
unit-1-english-elementary,lesson-2-making-friends,24-clix-time,en,2018-05-29 23:03:44.419000,2018-05-29 23:21:25.597000,course_content,1061.178,NA
unit-1-english-beginner,lesson-6-too-many-bananas,68-think-and-write,en,2018-05-29 22:58:59.139000,2018-05-29 22:59:27.935000,course_content,28.796,NA
atom-in-chemistry,lesson-3-atom-and-atom-factory,33-atom-factory-again,en,2018-05-29 22:52:28.204000,2018-05-29 22:53:52.272000,explore_courses,84.068,NA
atom-in-chemistry,lesson-5-molecule-factory,51-molecule-factory,en,2018-05-29 22:52:26.898000,2018-05-29 22:52:28.204000,activity_player_detail,1.306,NA
atom-in-chemistry,lesson-3-atom-and-atom-factory,32-atom-factory,en,2018-05-29 22:52:07.909000,2018-05-29 22:52:26.898000,activity_player_detail,18.989,NA
physics-motion,lesson-6-run-kitty-run-game,61-run-kitty-run-a-game,en,2018-05-29 22:49:56.172000,2018-05-29 22:50:07.165000,course_content,10.993,NA
pre-clix-survey,student-survey,12-i-expect-to-do-well-in-my-studies,en,2018-05-29 22:48:58.297000,2018-05-29 22:49:56.172000,activity_player_detail,57.875,NA
unit-1-english-beginner,lesson-1-my-fish-no-my-fish,13-lets-talk,en,2018-05-29 22:47:10.943000,2018-05-29 22:47:43.849000,course_content,32.906,NA
unit-1-english-beginner,lesson-1-my-fish-no-my-fish,14-open-story,en,2018-05-29 22:46:56.908000,2018-05-29 22:47:10.943000,activity_player_detail,14.035,NA
unit-0-english-beginner,lesson-6-find-the-things,63-picture-play,en,2018-05-29 22:46:07.288000,2018-05-29 22:46:56.908000,activity_player_detail,49.62,NA
unit-0-english-beginner,lesson-6-find-the-things,62-word-play,en,2018-05-29 22:45:55.935000,2018-05-29 22:46:07.288000,activity_player_detail,11.353,NA
unit-0-english-beginner,lesson-6-find-the-things,62-word-play,en,2018-05-29 22:45:35.814000,2018-05-29 22:45:55.935000,activity_player_detail,20.121,NA
unit-1-english-beginner,lesson-1-my-fish-no-my-fish,18-think-and-write,en,2018-05-29 22:45:17.932000,2018-05-29 22:45:35.814000,activity_player_detail,17.882,NA
